,highest_charting_position,number_of_times_charted,streams,artist_followers,popularity,danceability,energy,loudness,speechiness,acousticness,liveness,tempo,duration_ms,valence,chord,contemporary,dance,edm,electropop,hip hop,house,indie,latin,other,pop,rap,reggaeton,rock,trap
371,77,10,5165035.0,1275345.0,81.0,0.72,0.744,-6.938,0.12,0.237,0.255,78.953,243773.0,0.619,C#/Db,0,0,0,0,0,0,0,0,0,1,1,0,0,0
372,38,72,5127736.0,280585.0,82.0,0.464,0.473,-10.086,0.129,0.866,0.109,75.801,208687.0,0.604,C#/Db,1,0,0,0,0,0,0,0,1,4,0,0,0,0
373,47,2,7347891.0,6278835.0,76.0,0.757,0.721,-2.906,0.0691,0.00196,0.647,124.036,165366.0,0.364,E,0,0,0,0,3,0,0,0,0,0,2,0,0,1
374,61,17,5831357.0,323203.0,84.0,0.883,0.674,-8.043,0.357,0.21,0.0678,141.02,278085.0,0.73,B,0,0,0,0,0,0,0,0,0,0,1,0,0,0
375,10,69,5448680.0,1250353.0,0.0,0.704,0.225,-14.454,0.0994,0.901,0.106,120.006,245426.0,0.243,F#/Gb,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,169,1,5346005.0,1605329.0,76.0,0.664,0.655,-7.327,0.0461,0.059,0.17,129.987,217609.0,0.13,A#/Bb,0,0,0,0,0,0,0,0,0,0,1,0,0,1
377,115,9,5290877.0,3126961.0,80.0,0.553,0.819,-3.083,0.257,0.368,0.0915,87.913,192348.0,0.761,D,0,0,0,0,1,0,0,0,0,1,0,0,0,2
378,19,26,5264232.0,5473565.0,83.0,0.81,0.511,-6.924,0.164,0.12,0.0832,151.947,154998.0,0.837,F,0,0,0,0,1,0,0,0,0,0,1,0,0,0
379,71,28,5258000.0,942628.0,79.0,0.813,0.415,-5.926,0.0349,0.777,0.131,91.921,170345.0,0.667,C,0,0,0,0,0,0,0,0,1,1,0,0,0,0
380,3,70,5241227.0,10488292.0,81.0,0.676,0.609,-5.831,0.481,0.0706,0.152,142.037,237735.0,0.508,D,0,0,0,0,2,0,0,0,0,0,2,0,0,1
381,184,1,5203700.0,1223734.0,67.0,0.863,0.739,-5.879,0.153,0.0289,0.0931,129.964,174021.0,0.547,A,0,0,0,0,2,0,0,0,0,0,0,0,0,0
382,7,44,5125706.0,19085118.0,83.0,0.65,0.613,-6.13,0.128,0.00336,0.267,149.972,194621.0,0.0804,A,0,0,0,0,0,0,0,0,0,0,2,0,0,0
383,164,11,5103863.0,14826679.0,79.0,0.728,0.689,-5.718,0.0725,0.293,0.109,170.089,197647.0,0.431,G,0,0,0,0,1,0,0,1,0,0,0,1,0,1
384,82,12,5088848.0,1260752.0,80.0,0.808,0.796,-3.169,0.0305,0.462,0.155,128.048,175047.0,0.799,C#/Db,0,0,0,0,0,0,0,0,1,0,0,0,0,0
385,66,10,5062404.0,10561047.0,76.0,0.788,0.789,-2.39,0.124,0.397,0.226,167.897,179005.0,0.867,C,0,0,0,0,0,0,0,0,0,1,0,1,0,0
386,4,44,5037124.0,19085118.0,83.0,0.625,0.814,-5.181,0.0657,0.0172,0.158,144.991,205485.0,0.535,C,0,0,0,0,0,0,0,0,0,0,2,0,0,0
387,71,72,5024884.0,19085118.0,83.0,0.685,0.692,-5.122,0.0457,0.328,0.153,159.966,240051.0,0.578,D,0,0,0,0,0,0,0,0,0,0,2,0,0,0
388,199,1,5018076.0,15013645.0,72.0,0.686,0.789,-4.103,0.126,0.322,0.4,157.932,157355.0,0.822,C#/Db,0,0,0,0,0,0,0,0,2,0,0,0,0,0
389,53,12,5018005.0,85617.0,80.0,0.748,0.734,-6.499,0.124,0.524,0.0975,97.753,80081.0,0.368,C,0,0,0,0,0,0,0,0,1,0,0,0,0,0
390,72,1,7939784.0,279741.0,75.0,0.89,0.701,-5.712,0.342,0.00306,0.0895,80.462,225020.0,0.505,C,0,0,0,0,2,0,0,0,0,0,1,0,0,1
391,113,1,6325080.0,3864419.0,76.0,0.517,0.848,-4.054,0.0521,0.00581,0.214,95.906,188779.0,0.429,A#/Bb,0,0,0,0,1,0,0,0,0,0,1,0,0,0
392,7,40,6127103.0,6278835.0,80.0,0.8,0.56,-4.818,0.261,0.057,0.134,163.071,200221.0,0.45,F,0,0,0,0,3,0,0,0,0,0,2,0,0,1
393,122,1,6083338.0,6278835.0,75.0,0.877,0.444,-7.547,0.172,0.24,0.169,129.06,165527.0,0.658,G#/Ab,0,0,0,0,3,0,0,0,0,0,2,0,0,1
394,137,1,5768836.0,10740222.0,69.0,0.732,0.604,-7.472,0.0443,0.0112,0.219,139.982,195429.0,0.732,C,0,0,0,0,0,0,0,0,2,2,0,0,0,0
395,10,8,5655879.0,1094731.0,74.0,0.311,0.607,-6.578,0.11,0.0174,0.131,188.7,168086.0,0.286,C#/Db,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,20,5,5480722.0,42227614.0,74.0,0.66,0.817,-6.269,0.0521,0.162,0.0667,135.942,277592.0,0.714,B,0,0,0,0,0,0,0,0,0,2,0,0,0,0
397,42,60,5467596.0,1250353.0,0.0,0.484,0.103,-14.075,0.0627,0.979,0.0895,124.011,199931.0,0.194,C#/Db,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,63,4,5377794.0,29051363.0,80.0,0.503,0.548,-7.564,0.164,0.0751,0.145,94.036,228920.0,0.441,C,0,0,0,0,0,0,0,1,0,0,0,2,0,0
399,33,5,5200695.0,20331923.0,72.0,0.538,0.512,-4.548,0.0262,0.22,0.101,144.978,204632.0,0.12,E,0,0,0,0,0,0,0,0,0,3,0,0,0,0
400,100,11,5198209.0,423237.0,75.0,0.759,0.538,-8.256,0.384,0.151,0.126,146.933,184490.0,0.831,G#/Ab,0,0,0,0,3,0,0,0,0,0,1,0,0,1
401,94,5,5107084.0,3553442.0,81.0,0.88,0.575,-6.091,0.163,0.415,0.109,120.031,232048.0,0.671,F#/Gb,0,0,0,0,0,0,0,0,1,0,2,0,0,0
402,37,31,5026961.0,6929075.0,79.0,0.823,0.821,-3.402,0.166,0.31,0.143,99.999,213314.0,0.791,G#/Ab,0,0,0,0,1,0,0,1,0,0,0,1,0,1
403,9,6,5896065.0,48544923.0,72.0,0.595,0.543,-8.149,0.038,0.127,0.0975,99.928,174406.0,0.109,B,0,0,0,0,0,0,0,0,0,3,0,0,0,0
404,150,1,5531998.0,4138951.0,74.0,0.615,0.422,-8.019,0.0504,0.604,0.112,135.859,214094.0,0.185,F,0,0,0,0,0,0,0,0,2,2,0,0,0,0
405,33,24,5496962.0,17719446.0,87.0,0.841,0.593,-7.846,0.0379,0.418,0.124,124.917,162803.0,0.808,C#/Db,0,0,0,0,0,1,0,0,0,0,1,0,0,0
406,18,33,5181180.0,100463.0,81.0,0.399,0.491,-10.778,0.0538,0.0563,0.11,91.066,210463.0,0.151,F#/Gb,0,0,0,0,0,0,0,0,0,1,0,0,0,0
407,137,13,5141640.0,1585593.0,79.0,0.443,0.509,-5.995,0.0536,0.615,0.472,160.984,196380.0,0.69,D,0,0,0,0,0,0,0,0,2,1,0,0,0,0
408,62,28,5081800.0,8446147.0,82.0,0.311,0.485,-5.726,0.0365,0.701,0.0726,77.355,208827.0,0.225,F#/Gb,0,0,0,0,0,0,0,0,1,3,0,0,0,0
409,7,23,5069268.0,33893352.0,79.0,0.652,0.383,-7.076,0.0516,0.0676,0.0828,145.765,178994.0,0.549,D,0,0,0,0,0,0,0,0,0,5,0,0,0,0
410,6,53,5054319.0,35340069.0,81.0,0.667,0.719,-5.371,0.0346,0.00285,0.0736,100.021,237520.0,0.717,G,1,0,0,0,0,0,0,0,0,2,0,0,0,0
411,101,68,5051338.0,29566516.0,84.0,0.74,0.613,-4.88,0.145,0.258,0.123,75.023,166606.0,0.473,G#/Ab,0,0,0,0,1,0,0,0,0,0,1,0,0,0
412,193,1,4998044.0,130801.0,81.0,0.616,0.576,-5.495,0.0532,0.0723,0.375,89.962,182121.0,0.269,B,0,0,0,0,0,0,0,0,1,3,0,0,0,0
413,19,66,4992396.0,4270131.0,83.0,0.782,0.559,-7.106,0.0767,0.125,0.385,129.992,188344.0,0.685,F#/Gb,0,0,0,1,0,0,0,0,0,1,1,0,0,0
414,197,1,4945935.0,32603394.0,82.0,0.612,0.28,-8.648,0.0434,0.932,0.088,72.795,213827.0,0.387,C,0,0,0,0,0,0,0,0,0,3,0,0,0,0
415,73,11,4940701.0,1250353.0,0.0,0.772,0.758,-3.891,0.0482,0.0433,0.295,115.977,265240.0,0.654,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,177,7,4913147.0,20823062.0,83.0,0.734,0.637,-5.677,0.141,0.0462,0.0602,169.977,202333.0,0.648,E,0,0,0,0,0,0,0,0,0,0,0,0,2,0
417,72,1,7753784.0,61930.0,78.0,0.953,0.621,-7.638,0.221,0.017,0.0398,123.016,152333.0,0.883,G#/Ab,0,0,0,0,0,0,0,0,0,0,1,0,0,1
418,75,1,7515766.0,61930.0,69.0,0.851,0.703,-7.351,0.303,0.00949,0.0895,74.017,242600.0,0.596,E,0,0,0,0,0,0,0,0,0,0,1,0,0,1
419,8,5,6202933.0,42227614.0,73.0,0.627,0.792,-4.311,0.031,0.13,0.0845,119.054,235767.0,0.415,D,0,0,0,0,0,0,0,0,0,2,0,0,0,0
420,107,14,5380517.0,9907270.0,73.0,0.758,0.763,-8.754,0.0768,0.23,0.0703,163.946,155210.0,0.854,C#/Db,0,0,0,0,0,0,0,0,1,0,0,0,0,0
421,186,1,5159208.0,4271775.0,80.0,0.593,0.932,-2.324,0.0526,0.302,0.133,171.977,147876.0,0.913,G#/Ab,0,0,0,0,0,0,0,0,2,0,0,0,0,0
422,3,19,5016865.0,42227614.0,79.0,0.392,0.574,-9.195,0.17,0.833,0.145,81.112,214707.0,0.529,G,0,0,0,0,0,0,0,0,0,2,0,0,0,0
423,104,16,4976405.0,12375514.0,82.0,0.691,0.631,-6.478,0.0368,0.0483,0.104,92.004,161124.0,0.8,D,0,0,0,0,0,0,1,0,1,0,0,0,2,0
424,18,18,4965330.0,1250353.0,0.0,0.641,0.324,-5.851,0.0299,0.698,0.328,110.184,185487.0,0.273,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,43,29,4959754.0,29051363.0,83.0,0.754,0.646,-5.795,0.317,0.152,0.108,176.089,242573.0,0.429,G,0,0,0,0,0,0,0,1,0,0,0,2,0,0
426,52,1,9872084.0,42227614.0,73.0,0.632,0.773,-4.856,0.0346,0.0623,0.0885,130.033,231124.0,0.474,F#/Gb,0,0,0,0,0,0,0,0,0,2,0,0,0,0
427,54,1,9676024.0,42227614.0,69.0,0.569,0.741,-4.963,0.0282,0.0122,0.333,100.118,241592.0,0.43,F,0,0,0,0,0,0,0,0,0,2,0,0,0,0
428,68,1,8638360.0,2815928.0,73.0,0.761,0.899,-3.09,0.183,0.0135,0.0719,95.027,217587.0,0.673,A#/Bb,0,0,0,0,3,0,0,0,0,0,3,0,0,0
429,80,1,7852063.0,42227614.0,66.0,0.559,0.646,-4.61,0.0272,0.116,0.32,95.466,294419.0,0.289,G,0,0,0,0,0,0,0,0,0,2,0,0,0,0
430,84,1,7736262.0,42227614.0,72.0,0.402,0.732,-4.665,0.0484,0.0033,0.108,161.032,243137.0,0.472,F,0,0,0,0,0,0,0,0,0,2,0,0,0,0
431,51,3,7712896.0,42227614.0,65.0,0.589,0.496,-7.606,0.0377,0.818,0.101,142.731,220839.0,0.44,D,0,0,0,0,0,0,0,0,0,2,0,0,0,0
432,93,1,7385864.0,42227614.0,66.0,0.788,0.571,-6.135,0.0296,0.106,0.0934,115.99,254255.0,0.797,F#/Gb,0,0,0,0,0,0,0,0,0,2,0,0,0,0
433,102,1,7039222.0,42227614.0,65.0,0.423,0.517,-7.377,0.0486,0.369,0.177,185.262,234516.0,0.366,C,0,0,0,0,0,0,0,0,0,2,0,0,0,0
434,114,1,6566059.0,42227614.0,66.0,0.598,0.821,-4.433,0.0447,0.0231,0.143,128.03,225328.0,0.673,A#/Bb,0,0,0,0,0,0,0,0,0,2,0,0,0,0
435,119,1,6508683.0,42227614.0,64.0,0.506,0.626,-6.066,0.0287,0.156,0.228,148.035,263377.0,0.321,C#/Db,0,0,0,0,0,0,0,0,0,2,0,0,0,0
436,139,1,5988511.0,2815928.0,72.0,0.88,0.577,-8.093,0.302,0.0564,0.201,90.991,214440.0,0.74,A#/Bb,0,0,0,0,3,0,0,0,0,0,3,0,0,0
437,146,1,5889939.0,42227614.0,67.0,0.588,0.608,-7.062,0.0365,0.225,0.092,90.201,189496.0,0.508,F,0,0,0,0,0,0,0,0,0,2,0,0,0,0
438,147,1,5885151.0,42227614.0,63.0,0.578,0.909,-3.669,0.0628,0.0222,0.333,100.023,200576.0,0.541,G,0,0,0,0,0,0,0,0,0,2,0,0,0,0
439,148,1,5860405.0,42227614.0,64.0,0.506,0.444,-4.99,0.0285,0.0538,0.123,133.873,261843.0,0.241,F#/Gb,0,0,0,0,0,0,0,0,0,2,0,0,0,0
440,40,25,5217052.0,1250353.0,0.0,0.574,0.891,-3.665,0.157,0.0847,0.16,100.978,183240.0,0.707,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,15,32,5206614.0,8758283.0,80.0,0.793,0.771,-3.417,0.0959,0.0337,0.284,171.943,247308.0,0.835,F,0,0,0,0,0,0,0,1,0,1,0,1,0,1
442,192,1,5197564.0,42227614.0,65.0,0.563,0.473,-11.548,0.0503,0.514,0.109,101.934,208609.0,0.405,D#/Eb,0,0,0,0,0,0,0,0,0,2,0,0,0,0
443,195,1,5189423.0,42227614.0,64.0,0.609,0.373,-8.819,0.0263,0.849,0.0779,106.007,244237.0,0.13,C,0,0,0,0,0,0,0,0,0,2,0,0,0,0
444,153,2,5172999.0,3198705.0,75.0,0.737,0.634,-4.25,0.0424,0.345,0.111,94.927,206360.0,0.528,D#/Eb,0,0,0,0,1,0,0,0,0,0,0,0,0,3
445,132,1,5836326.0,20338833.0,66.0,0.413,0.64,-5.811,0.0427,0.273,0.11,75.245,243992.0,0.149,G#/Ab,0,0,0,0,0,0,0,0,0,3,0,0,0,0
446,26,4,5427638.0,1099480.0,71.0,0.647,0.377,-6.003,0.0375,0.594,0.0768,79.936,207164.0,0.653,F#/Gb,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,160,3,5413003.0,122746.0,77.0,0.652,0.472,-8.084,0.0399,0.158,0.121,126.904,194890.0,0.24,G,0,0,0,0,0,0,0,0,1,6,0,0,0,0
448,88,31,5323062.0,6852509.0,82.0,0.905,0.647,-5.065,0.107,0.0187,0.282,130.97,190534.0,0.367,A#/Bb,0,0,0,0,0,0,0,0,1,0,0,0,0,0
449,91,12,5269163.0,4026643.0,77.0,0.714,0.671,-5.119,0.362,0.289,0.325,169.732,229827.0,0.641,F,0,0,0,0,1,0,0,1,0,0,0,3,0,1
450,30,37,5176493.0,9778632.0,82.0,0.789,0.711,-4.248,0.041,0.0332,0.0876,112.985,190306.0,0.753,D,0,0,0,0,0,0,0,0,0,3,1,0,0,0
451,28,3,5137645.0,48544923.0,74.0,0.495,0.333,-10.109,0.0288,0.737,0.112,99.757,158324.0,0.37,E,0,0,0,0,0,0,0,0,0,3,0,0,0,0
452,2,48,5094660.0,67208170.0,84.0,0.597,0.45,-6.658,0.0418,0.223,0.382,178.765,228482.0,0.537,G#/Ab,0,0,0,0,0,0,0,0,0,3,0,0,0,0
453,120,15,5086382.0,2110870.0,81.0,0.527,0.922,-2.666,0.0728,0.00475,0.422,95.975,181680.0,0.49,A,0,0,0,0,0,0,1,0,0,1,0,0,0,0
454,191,1,5078174.0,342930.0,73.0,0.676,0.823,-4.386,0.102,0.242,0.0773,160.013,190680.0,0.907,F,0,0,0,0,0,0,0,0,1,0,0,0,0,0
455,75,5,5060336.0,301217.0,78.0,0.397,0.613,-5.077,0.0549,0.0396,0.192,78.4,330040.0,0.405,F#/Gb,0,0,0,0,0,0,0,0,0,0,0,0,0,3
456,193,3,5052717.0,32279979.0,74.0,0.739,0.756,-4.828,0.0394,0.0136,0.37,110.028,231387.0,0.523,E,0,0,0,0,0,0,0,0,0,2,0,0,0,0
457,50,3,5013450.0,48544923.0,71.0,0.601,0.741,-5.569,0.0478,0.185,0.415,153.96,153190.0,0.441,D,0,0,0,0,0,0,0,0,0,3,0,0,0,0
458,37,3,5004111.0,48544923.0,75.0,0.509,0.228,-8.68,0.0332,0.92,0.104,90.674,156468.0,0.586,E,0,0,0,0,0,0,0,0,0,3,0,0,0,0
459,140,13,4972518.0,1053324.0,73.0,0.904,0.723,-5.224,0.26,0.0631,0.185,145.013,227478.0,0.835,B,0,0,0,0,2,0,0,0,0,0,2,0,0,0
460,188,3,4969662.0,1560784.0,84.0,0.573,0.902,-7.638,0.054,0.018,0.0928,84.412,225280.0,0.876,F#/Gb,0,0,0,0,0,0,0,0,3,2,0,0,1,0
461,45,18,4967348.0,10580764.0,78.0,0.862,0.72,-4.048,0.0379,0.487,0.0604,129.972,198707.0,0.965,E,0,0,0,0,0,0,0,0,0,1,0,1,0,0
462,128,2,6007541.0,29067437.0,76.0,0.664,0.659,-4.232,0.0873,0.0625,0.0874,175.826,157320.0,0.797,A#/Bb,0,0,0,0,0,0,0,1,0,0,0,2,0,0
463,49,2,5837372.0,48544923.0,69.0,0.677,0.633,-7.831,0.0771,0.0314,0.112,89.934,187239.0,0.409,G,0,0,0,0,0,0,0,0,0,3,0,0,0,0
464,44,2,5794583.0,48544923.0,70.0,0.583,0.444,-8.601,0.0456,0.593,0.353,119.59,152796.0,0.167,A,0,0,0,0,0,0,0,0,0,3,0,0,0,0
465,3,66,5510113.0,17792779.0,80.0,0.803,0.715,-3.28,0.298,0.295,0.0574,101.085,200960.0,0.574,D,0,0,0,0,0,0,0,1,0,0,0,2,0,0
466,34,29,5466954.0,29238936.0,81.0,0.714,0.761,-4.596,0.0427,0.139,0.241,168.022,230693.0,0.906,F,0,0,0,0,0,0,0,1,0,1,0,1,0,1
467,61,2,5419040.0,48544923.0,69.0,0.79,0.724,-6.972,0.0852,0.0696,0.113,101.04,159250.0,0.642,C#/Db,0,0,0,0,0,0,0,0,0,3,0,0,0,0
468,181,1,5410730.0,203555.0,78.0,0.444,0.648,-4.955,0.0476,0.288,0.059,125.706,189000.0,0.171,C#/Db,0,0,0,0,0,0,0,0,0,1,0,0,0,0
469,17,4,5365747.0,56327031.0,76.0,0.77,0.637,-5.53,0.345,0.103,0.171,94.966,383037.0,0.431,C#/Db,0,0,0,0,2,0,0,0,0,1,3,0,0,0
470,97,9,5356696.0,342930.0,73.0,0.676,0.823,-4.386,0.102,0.242,0.0773,160.013,190680.0,0.907,F,0,0,0,0,0,0,0,0,1,0,0,0,0,0
471,105,14,5326719.0,9778632.0,79.0,0.738,0.85,-3.049,0.0642,0.105,0.23,98.013,192921.0,0.865,G#/Ab,0,0,0,0,0,0,0,0,0,3,1,0,0,0
472,57,2,5323412.0,48544923.0,67.0,0.728,0.629,-6.629,0.0318,0.00196,0.0847,135.031,198426.0,0.71,C#/Db,0,0,0,0,0,0,0,0,0,3,0,0,0,0
473,64,12,5302285.0,35340069.0,83.0,0.679,0.587,-7.015,0.276,0.141,0.137,186.003,230453.0,0.486,G,1,0,0,0,0,0,0,0,0,2,0,0,0,0
474,22,29,5255393.0,10510156.0,78.0,0.659,0.701,-4.107,0.164,0.0882,0.0866,91.97,180520.0,0.623,A,0,0,0,0,1,0,0,1,0,0,0,1,0,1
475,181,3,5211351.0,435936.0,77.0,0.764,0.794,-4.096,0.0589,0.663,0.34,110.013,173227.0,0.721,G#/Ab,0,0,0,0,0,0,0,0,0,1,0,0,0,0
476,60,1,10024729.0,48544923.0,66.0,0.759,0.584,-6.655,0.06,0.0652,0.16,127.138,186696.0,0.374,G#/Ab,0,0,0,0,0,0,0,0,0,3,0,0,0,0
477,74,1,8912458.0,48544923.0,67.0,0.714,0.833,-5.239,0.0259,0.00249,0.298,129.964,220920.0,0.663,F,0,0,0,0,0,0,0,0,0,3,0,0,0,0
478,152,1,5796978.0,13697048.0,65.0,0.493,0.263,-12.805,0.0351,0.926,0.0879,122.792,333710.0,0.158,C,0,0,0,0,0,0,0,0,0,2,0,0,0,0
479,82,18,5528508.0,14831925.0,76.0,0.763,0.621,-6.169,0.066,0.0105,0.106,82.042,211130.0,0.582,B,0,0,0,0,1,0,0,1,0,0,0,1,0,1
480,138,2,5418816.0,13697048.0,73.0,0.334,0.276,-13.125,0.0643,0.877,0.113,201.025,271177.0,0.429,E,0,0,0,0,0,0,0,0,0,2,0,0,0,0
481,37,31,5312876.0,26769304.0,78.0,0.691,0.739,-3.09,0.229,0.422,0.11,83.897,248345.0,0.884,F,0,0,0,0,0,0,0,1,0,0,0,2,0,0
482,40,9,5249427.0,10580764.0,73.0,0.813,0.526,-4.787,0.125,0.105,0.11,170.002,163320.0,0.608,E,0,0,0,0,0,0,0,0,0,1,0,1,0,0
483,25,26,5189822.0,10580764.0,79.0,0.824,0.457,-5.428,0.0543,0.167,0.041,87.977,187427.0,0.95,F#/Gb,0,0,0,0,0,0,0,0,0,1,0,1,0,0
484,182,3,5098581.0,713486.0,80.0,0.391,0.396,-8.621,0.189,0.702,0.315,99.112,131272.0,0.199,C#/Db,0,0,1,0,0,0,0,0,0,0,0,0,0,1
485,141,13,5082870.0,2897862.0,76.0,0.878,0.713,-4.566,0.0948,0.0581,0.0822,92.028,202373.0,0.615,F,0,0,0,0,0,0,0,1,0,0,0,1,0,1
486,109,1,6426522.0,28931149.0,64.0,0.787,0.641,-7.376,0.315,0.101,0.07,182.003,184134.0,0.437,G#/Ab,0,0,0,0,0,0,0,0,0,3,0,0,0,0
487,121,1,6155698.0,2010879.0,71.0,0.616,0.741,-4.272,0.0426,0.00251,0.307,122.012,181720.0,0.431,G,0,0,0,0,1,0,0,0,0,0,0,0,0,0
488,56,2,6020785.0,7408249.0,74.0,0.723,0.646,-7.973,0.102,0.0206,0.0994,110.971,168649.0,0.443,F,0,0,1,0,0,0,0,0,0,3,0,0,0,1
489,12,14,5454807.0,20528724.0,77.0,0.716,0.512,-6.257,0.0331,0.483,0.0928,104.957,165907.0,0.326,C#/Db,0,1,0,0,0,0,0,0,0,3,0,0,0,0
490,168,1,5439646.0,3868320.0,74.0,0.632,0.922,-2.173,0.0794,0.00558,0.0927,88.972,137747.0,0.497,G,0,0,0,0,1,0,0,0,0,0,1,0,0,0
491,19,38,5198514.0,1650912.0,82.0,0.845,0.677,-4.798,0.136,0.269,0.108,90.013,219048.0,0.68,B,0,0,0,0,0,0,0,1,0,0,0,1,0,1
492,86,12,5156937.0,2786366.0,74.0,0.504,0.76,-4.246,0.0426,0.286,0.151,183.933,190218.0,0.64,E,0,1,1,0,0,3,0,0,0,3,0,0,0,0
493,6,60,5103528.0,8671649.0,82.0,0.787,0.673,-4.583,0.159,0.264,0.0904,110.962,237893.0,0.779,B,0,0,0,0,0,0,0,0,0,2,0,0,0,0
494,157,9,5085527.0,29566516.0,84.0,0.592,0.457,-6.081,0.0603,0.661,0.146,146.04,110886.0,0.225,A,0,0,0,0,1,0,0,0,0,0,1,0,0,0
495,149,46,5084635.0,5064200.0,84.0,0.64,0.74,-4.083,0.0284,0.0115,0.167,116.879,216320.0,0.785,E,0,0,0,0,0,0,0,0,2,0,0,0,0,0
496,109,6,5079857.0,35340069.0,80.0,0.773,0.819,-5.946,0.118,0.428,0.0679,92.987,269187.0,0.585,C,1,0,0,0,0,0,0,0,0,2,0,0,0,0
497,12,37,5068349.0,6852509.0,82.0,0.48,0.602,-6.335,0.368,0.487,0.0848,179.798,213333.0,0.269,A#/Bb,0,0,0,0,0,0,0,0,1,0,0,0,0,0
498,123,26,5054881.0,419151.0,79.0,0.52,0.903,-5.497,0.042,0.00517,0.254,74.988,219801.0,0.652,D,0,0,0,0,0,0,0,0,0,4,0,0,1,0
499,198,1,5052557.0,1643882.0,81.0,0.668,0.727,-6.55,0.027,0.514,0.1,139.991,344571.0,0.939,G,0,0,0,0,0,0,0,0,0,1,0,0,0,0
500,4,38,5023592.0,23848461.0,79.0,0.812,0.761,-5.222,0.0812,0.0465,0.0601,130.032,182956.0,0.344,B,0,0,0,0,0,0,0,0,0,2,0,0,0,0
501,200,1,5013851.0,5831194.0,66.0,0.637,0.912,-3.123,0.308,0.352,0.0657,116.919,234852.0,0.451,F,0,0,0,0,1,0,0,0,0,0,2,0,0,0
502,158,1,5510906.0,1251372.0,0.0,0.615,0.834,-5.471,0.0667,0.105,0.157,112.602,211411.0,0.341,G#/Ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,64,2,5462333.0,6852509.0,75.0,0.751,0.744,-6.859,0.177,0.152,0.252,148.014,171892.0,0.634,C#/Db,0,0,0,0,0,0,0,0,1,0,0,0,0,0
504,166,1,5393459.0,19102888.0,72.0,0.53,0.37,-9.989,0.0279,0.806,0.112,140.061,206734.0,0.701,F#/Gb,0,0,0,0,0,0,0,0,0,0,2,0,0,0
505,170,1,5321946.0,568711.0,67.0,0.641,0.636,-4.318,0.0414,0.289,0.125,89.826,222667.0,0.285,A#/Bb,0,0,0,0,0,0,0,0,0,4,0,0,0,0
506,54,7,5232377.0,18306226.0,73.0,0.817,0.737,-5.453,0.102,0.046,0.092,93.985,206587.0,0.67,F#/Gb,0,0,0,0,0,0,0,1,0,0,0,2,0,2
507,175,1,5208787.0,2161609.0,72.0,0.784,0.529,-7.681,0.0742,0.683,0.118,134.041,187362.0,0.246,B,0,0,0,0,1,0,0,0,0,1,2,0,0,0
508,180,1,5170861.0,7816213.0,74.0,0.779,0.705,-5.891,0.163,0.00471,0.0971,140.005,192804.0,0.196,F#/Gb,0,0,0,0,1,0,0,0,0,0,1,0,0,2
509,24,25,5168240.0,786461.0,77.0,0.905,0.686,-3.152,0.0664,0.0907,0.266,103.013,155825.0,0.963,C,0,0,0,0,0,0,0,0,0,2,0,0,0,0
510,91,26,5093408.0,432511.0,79.0,0.798,0.828,-5.36,0.193,0.0247,0.121,124.962,156960.0,0.6,D,0,0,1,0,0,1,0,0,1,1,0,0,0,0
511,152,23,5073657.0,7535054.0,82.0,0.585,0.471,-9.934,0.0616,0.0967,0.115,93.099,142000.0,0.323,E,0,0,0,0,1,0,0,0,0,0,1,0,0,0
512,61,26,5060903.0,1027085.0,83.0,0.611,0.797,-7.627,0.0533,0.00543,0.26,120.041,218107.0,0.518,F#/Gb,0,0,0,0,0,0,0,0,0,1,0,0,2,0
513,112,28,5044929.0,3799104.0,82.0,0.628,0.639,-5.46,0.0435,0.00162,0.354,108.045,185773.0,0.493,G#/Ab,0,0,0,1,0,0,0,0,1,4,0,0,0,0
514,74,1,7464020.0,33663701.0,72.0,0.47,0.709,-4.563,0.0299,0.00124,0.302,98.036,241360.0,0.247,G,0,0,0,0,0,0,0,0,0,0,3,0,0,0
515,38,2,6591829.0,67208170.0,71.0,0.698,0.708,-4.943,0.0454,0.0251,0.124,115.036,122174.0,0.322,A,0,0,0,0,0,0,0,0,0,3,0,0,0,0
516,42,12,5874460.0,1453875.0,75.0,0.823,0.723,-4.778,0.229,0.311,0.0998,83.97,198493.0,0.505,E,0,0,0,0,0,0,0,0,1,0,0,0,0,0
517,46,19,5440707.0,2238190.0,74.0,0.719,0.598,-6.254,0.077,0.232,0.115,142.592,126521.0,0.303,A,0,0,0,0,1,0,0,0,0,0,0,0,0,0
518,35,27,5145966.0,2897862.0,75.0,0.807,0.656,-4.395,0.105,0.0165,0.0693,83.943,185840.0,0.89,D#/Eb,0,0,0,0,0,0,0,1,0,0,0,1,0,1
519,2,61,5124742.0,621200.0,82.0,0.621,0.601,-5.616,0.148,0.0522,0.46,116.735,163636.0,0.457,F#/Gb,0,0,0,0,0,0,0,0,0,0,2,0,0,0
