,highest_charting_position,number_of_times_charted,streams,artist_followers,popularity,danceability,energy,loudness,speechiness,acousticness,liveness,tempo,duration_ms,valence,chord,contemporary,dance,edm,electropop,hip hop,house,indie,latin,other,pop,rap,reggaeton,rock,trap
0,1,8,48633449.0,3377762.0,100.0,0.714,0.8,-4.808,0.0504,0.127,0.359,134.002,211560.0,0.589,B,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,2,3,47248719.0,2230022.0,99.0,0.591,0.764,-5.484,0.0483,0.0383,0.103,169.928,141806.0,0.478,C#/Db,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,11,40162559.0,6266514.0,99.0,0.563,0.664,-5.044,0.154,0.335,0.0849,166.928,178147.0,0.688,A,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,3,5,37799456.0,83293380.0,98.0,0.808,0.897,-3.712,0.0348,0.0469,0.364,126.026,231041.0,0.591,B,0,0,0,0,0,0,0,0,0,2,0,0,0,0
4,5,1,33948454.0,5473565.0,96.0,0.736,0.704,-7.409,0.0615,0.0203,0.0501,149.995,212000.0,0.894,D#/Eb,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5,1,18,30071134.0,5473565.0,97.0,0.61,0.508,-6.682,0.152,0.297,0.384,178.818,137876.0,0.758,G#/Ab,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6,3,16,29356736.0,8640063.0,94.0,0.762,0.701,-3.541,0.0286,0.235,0.123,110.968,208867.0,0.742,G#/Ab,0,0,0,0,0,0,0,0,0,2,0,0,0,0
7,2,10,26951613.0,6080597.0,95.0,0.78,0.718,-3.605,0.0506,0.31,0.0932,127.949,199604.0,0.342,D#/Eb,0,0,0,0,0,0,0,0,0,1,0,0,0,1
8,3,8,25030128.0,36142273.0,96.0,0.644,0.648,-4.601,0.118,0.276,0.135,179.951,206710.0,0.44,C#/Db,0,0,0,0,0,0,0,1,0,0,0,1,0,1
9,8,10,24551591.0,3377762.0,95.0,0.75,0.608,-4.008,0.0387,0.00165,0.178,132.507,173347.0,0.958,C#/Db,0,0,0,0,0,0,0,0,0,1,0,0,1,0
10,4,43,23518010.0,27142474.0,89.0,0.702,0.825,-3.787,0.0601,0.00883,0.0674,102.977,203064.0,0.915,F#/Gb,0,0,0,0,0,0,0,0,0,3,0,0,0,0
11,9,9,22405111.0,29051363.0,95.0,0.891,0.819,-3.964,0.106,0.0261,0.173,101.968,217773.0,0.768,G#/Ab,0,0,0,0,0,0,0,1,0,0,0,2,0,0
12,5,3,22062812.0,37106176.0,95.0,0.702,0.741,-5.33,0.0427,0.00544,0.337,124.925,187585.0,0.646,A,0,0,0,0,0,0,0,0,0,2,0,0,0,0
13,1,19,20294457.0,48504126.0,94.0,0.677,0.696,-6.181,0.119,0.321,0.42,90.03,198082.0,0.464,C,0,0,0,0,0,0,0,0,0,3,0,0,0,0
14,2,10,19985713.0,37106176.0,95.0,0.759,0.459,-5.187,0.0948,0.00323,0.0906,109.997,164442.0,0.695,G#/Ab,0,0,0,0,0,0,0,0,0,2,0,0,0,0
15,7,10,19480679.0,6266514.0,94.0,0.38,0.339,-7.885,0.0338,0.691,0.12,100.607,229227.0,0.0849,D#/Eb,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16,3,17,18571755.0,6266514.0,93.0,0.442,0.612,-7.222,0.112,0.584,0.37,180.917,215507.0,0.178,D,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17,5,14,18053141.0,35305637.0,94.0,0.65,0.825,-4.645,0.0325,0.0215,0.0936,118.091,191014.0,0.593,C,1,0,0,0,0,0,0,0,0,2,0,0,0,0
18,14,5,17617965.0,2123734.0,93.0,0.743,0.655,-5.015,0.159,0.114,0.0764,172.031,261335.0,0.785,F#/Gb,0,0,0,0,0,0,0,1,0,0,0,1,0,1
19,20,7,16908917.0,8640063.0,90.0,0.664,0.609,-6.509,0.0707,0.304,0.0926,130.041,210560.0,0.194,C#/Db,0,0,0,0,0,0,0,0,0,2,0,0,0,0
20,19,3,16606925.0,151486.0,91.0,0.659,0.688,-4.649,0.0673,0.207,0.113,153.979,273474.0,0.632,F#/Gb,0,0,0,0,0,0,0,0,0,0,0,1,0,1
21,22,5,16126897.0,8640063.0,90.0,0.855,0.488,-4.601,0.208,0.506,0.347,124.097,174253.0,0.619,D#/Eb,0,0,0,0,0,0,0,0,0,2,0,0,0,0
22,1,29,15684978.0,6266514.0,92.0,0.561,0.431,-8.81,0.0578,0.768,0.106,143.875,242013.0,0.137,A#/Bb,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23,24,31,15089184.0,1890510.0,85.0,0.761,0.525,-6.9,0.0944,0.44,0.0921,80.87,238805.0,0.531,B,0,0,0,0,0,0,1,0,0,2,0,0,0,0
24,1,83,15011809.0,35305637.0,92.0,0.514,0.73,-5.934,0.0598,0.00146,0.0897,171.005,200040.0,0.334,C#/Db,1,0,0,0,0,0,0,0,0,2,0,0,0,0
25,12,10,14849078.0,6266514.0,92.0,0.395,0.443,-9.72,0.133,0.765,0.0839,168.924,175933.0,0.338,F#/Gb,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,27,3,14809458.0,10502148.0,92.0,0.762,0.766,-3.955,0.0343,0.00776,0.128,130.001,287120.0,0.442,G,0,0,0,0,1,0,0,1,0,0,0,1,0,1
27,18,3,14329162.0,33651775.0,90.0,0.797,0.631,-3.818,0.0786,0.0904,0.0998,129.915,184213.0,0.288,D#/Eb,0,0,0,0,0,0,0,0,0,0,3,0,0,0
28,15,23,14273637.0,83689.0,92.0,0.824,0.862,-3.424,0.126,0.0076,0.303,122.98,169153.0,0.801,D,0,1,0,0,0,2,0,0,0,2,0,0,0,0
29,3,28,14174752.0,365975.0,89.0,0.778,0.695,-6.865,0.0913,0.175,0.15,149.996,132780.0,0.472,E,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30,5,21,13963568.0,32574754.0,92.0,0.586,0.616,-7.964,0.0324,0.182,0.0927,148.088,242096.0,0.719,F,0,0,0,0,0,0,0,0,0,3,0,0,0,0
31,32,1,13205250.0,22683756.0,88.0,0.666,0.796,-6.967,0.103,0.0492,0.0442,110.108,164842.0,0.61,A#/Bb,0,0,0,1,0,0,0,0,0,3,0,0,0,0
32,11,10,12818935.0,6266514.0,91.0,0.369,0.272,-10.497,0.0364,0.866,0.147,172.929,152667.0,0.218,A,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33,10,15,12572307.0,16216789.0,91.0,0.715,0.622,-5.102,0.046,0.163,0.0948,80.015,195053.0,0.808,E,0,0,0,0,0,0,0,1,0,1,0,2,0,0
34,4,83,11996689.0,16112621.0,90.0,0.548,0.816,-4.209,0.0465,0.122,0.335,95.39,174000.0,0.557,C,0,0,0,0,0,0,0,0,0,2,0,0,0,0
35,3,16,11683383.0,4840346.0,89.0,0.789,0.536,-6.862,0.242,0.41,0.129,81.039,165926.0,0.437,F#/Gb,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36,15,5,11629418.0,8640063.0,89.0,0.828,0.621,-6.414,0.0565,0.0164,0.0845,128.986,186173.0,0.436,G#/Ab,0,0,0,0,0,0,0,0,0,2,0,0,0,0
37,39,3,11553846.0,8758283.0,89.0,0.816,0.71,-3.728,0.0398,0.165,0.292,93.02,208631.0,0.784,G,0,0,0,0,0,0,0,1,0,1,0,1,0,1
38,1,39,11524288.0,36142273.0,86.0,0.731,0.573,-10.059,0.0544,0.401,0.113,109.928,205090.0,0.145,E,0,0,0,0,0,0,0,1,0,0,0,1,0,1
39,41,13,11477024.0,2936204.0,90.0,0.85,0.541,-4.522,0.0674,0.161,0.286,92.003,165275.0,0.916,D,0,0,0,0,0,0,0,0,0,2,0,0,0,0
40,17,10,11287301.0,6266514.0,90.0,0.695,0.575,-6.334,0.116,0.198,0.0614,163.929,173160.0,0.699,A#/Bb,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41,33,6,11283626.0,29051363.0,89.0,0.813,0.809,-5.382,0.0846,0.102,0.377,93.005,393280.0,0.646,D#/Eb,0,0,0,0,0,0,0,1,0,0,0,2,0,0
42,2,49,11196819.0,37106176.0,89.0,0.746,0.765,-4.41,0.0993,0.0112,0.0936,114.044,199054.0,0.737,F#/Gb,0,0,0,0,0,0,0,0,0,2,0,0,0,0
43,9,39,10739770.0,5785065.0,90.0,0.798,0.62,-7.079,0.232,0.414,0.112,120.031,164000.0,0.235,G#/Ab,0,0,2,0,0,4,0,0,3,2,0,0,0,0
44,46,10,10315460.0,3120157.0,89.0,0.595,0.784,-4.878,0.102,0.216,0.0608,124.111,183726.0,0.479,C#/Db,0,0,1,0,0,2,0,0,0,3,0,0,0,0
45,1,51,10222056.0,1274433.0,89.0,0.701,0.716,-3.671,0.0361,0.174,0.324,91.007,140533.0,0.732,G,0,0,0,0,0,0,0,0,0,0,1,0,0,0
46,48,3,10215216.0,375865.0,89.0,0.729,0.513,-6.345,0.0455,0.494,0.137,170.064,192353.0,0.789,F,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,29,6,10032746.0,6929075.0,89.0,0.839,0.711,-4.733,0.0473,0.398,0.118,97.99,349547.0,0.573,F#/Gb,0,0,0,0,1,0,0,1,0,0,0,1,0,1
48,20,11,9841998.0,389076.0,89.0,0.855,0.463,-7.454,0.0367,0.217,0.347,102.931,122773.0,0.866,D#/Eb,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,19,4,9799701.0,3126961.0,88.0,0.627,0.849,-3.167,0.153,0.0913,0.145,89.907,158087.0,0.818,C#/Db,0,0,0,0,1,0,0,0,0,1,0,0,0,2
50,52,4,9781153.0,45362.0,88.0,0.75,0.522,-7.018,0.0293,0.282,0.0743,110.427,321556.0,0.601,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,19,3,9635619.0,47014200.0,84.0,0.765,0.373,-9.921,0.0713,0.341,0.112,85.016,195777.0,0.554,G#/Ab,0,0,0,1,0,0,0,0,0,1,0,0,0,0
52,40,14,9600707.0,32178.0,49.0,0.83,0.839,-6.985,0.0699,0.00201,0.0353,128.012,345543.0,0.59,F#/Gb,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53,52,9,9428494.0,31541310.0,89.0,0.721,0.738,-4.77,0.0403,0.00226,0.118,119.976,154983.0,0.637,G,0,0,1,0,0,1,0,0,1,2,0,0,0,0
54,56,13,9319465.0,495226.0,89.0,0.345,0.941,-9.918,0.0466,3.84e-05,0.0511,179.626,147062.0,0.407,A,0,0,0,0,0,0,2,0,2,0,0,0,0,0
55,57,5,9206366.0,409173.0,83.0,0.668,0.887,-4.404,0.0564,0.369,0.257,151.92,157176.0,0.907,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,31,12,9086979.0,6080597.0,87.0,0.54,0.455,-5.988,0.224,0.675,0.12,83.876,212032.0,0.432,D#/Eb,0,0,0,0,0,0,0,0,0,1,0,0,0,1
57,34,21,9048966.0,32262679.0,88.0,0.713,0.676,-5.483,0.027,0.0377,0.154,99.048,227395.0,0.721,A#/Bb,0,0,0,0,0,0,0,0,0,2,0,0,0,0
58,31,15,9017356.0,12169108.0,88.0,0.682,0.72,-8.173,0.0381,0.326,0.148,117.003,169011.0,0.673,B,0,0,0,0,0,0,0,0,0,3,0,0,1,0
59,46,7,8977336.0,4787261.0,88.0,0.95,0.693,-3.424,0.0898,0.0133,0.173,130.02,184635.0,0.891,A,0,0,0,0,0,0,0,0,0,1,2,0,0,1
60,26,26,8935418.0,291777.0,88.0,0.669,0.784,-5.603,0.112,0.194,0.115,125.993,150053.0,0.517,G,0,1,0,0,0,0,0,0,3,0,0,0,0,0
61,9,10,8881356.0,6266514.0,89.0,0.672,0.526,-6.446,0.0599,0.0311,0.28,123.999,143747.0,0.28,E,0,0,0,0,0,0,0,0,0,1,0,0,0,0
62,2,34,8843110.0,35305637.0,94.0,0.65,0.825,-4.645,0.0325,0.0215,0.0936,118.091,191014.0,0.593,C,1,0,0,0,0,0,0,0,0,2,0,0,0,0
63,8,24,8832945.0,1398563.0,87.0,0.449,0.465,-8.964,0.0791,0.524,0.303,89.087,198371.0,0.543,C,0,0,0,0,0,0,0,0,1,1,0,0,0,0
64,2,83,8821971.0,1250353.0,0.0,0.793,0.793,-4.521,0.083,0.0123,0.0951,123.95,183290.0,0.679,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,33,7,8564775.0,116817.0,87.0,0.708,0.782,-4.687,0.0674,0.00772,0.107,119.997,160880.0,0.484,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,35,48,8564017.0,6662605.0,87.0,0.612,0.807,-2.81,0.0336,0.0495,0.101,124.053,240400.0,0.398,A#/Bb,0,0,0,0,0,0,0,0,0,1,0,0,2,0
67,69,3,8514480.0,26769304.0,87.0,0.762,0.77,-2.758,0.223,0.138,0.15,177.998,201181.0,0.631,F,0,0,0,0,0,0,0,1,0,0,0,2,0,0
68,12,83,8490162.0,8384096.0,86.0,0.501,0.405,-5.679,0.0319,0.751,0.105,109.891,182161.0,0.446,C#/Db,0,0,0,0,0,0,0,0,0,2,0,0,0,0
69,71,1,8269753.0,26131.0,83.0,0.833,0.498,-5.196,0.117,0.0493,0.119,139.928,153406.0,0.259,A#/Bb,0,0,0,0,1,0,0,0,0,0,1,0,0,0
70,72,2,8133401.0,408696.0,85.0,0.829,0.512,-5.865,0.187,0.492,0.12,80.511,123987.0,0.638,F#/Gb,0,0,0,0,0,0,0,0,1,0,1,0,0,0
71,33,18,8102107.0,17775316.0,87.0,0.635,0.706,-3.224,0.125,0.256,0.108,88.863,209160.0,0.443,F,0,0,0,0,0,0,0,1,0,0,0,2,0,0
72,74,8,8093413.0,2895789.0,87.0,0.77,0.899,-2.981,0.0494,0.222,0.0894,128.05,231604.0,0.851,G#/Ab,0,0,0,0,0,0,0,1,0,0,0,1,0,1
73,75,4,8006336.0,27116.0,87.0,0.727,0.681,-7.114,0.0265,0.00214,0.0861,123.028,241970.0,0.448,F,0,0,0,0,0,0,0,0,1,0,0,0,0,0
74,12,11,7975148.0,3377762.0,86.0,0.625,0.939,-3.115,0.0669,0.00138,0.424,102.999,194787.0,0.644,E,0,0,0,0,0,0,0,0,0,1,0,0,1,0
75,2,23,7912399.0,1999954.0,88.0,0.653,0.524,-9.016,0.0502,0.112,0.203,83.97,160191.0,0.553,B,0,0,0,0,0,0,0,0,0,2,0,0,0,0
76,9,14,7735223.0,2043294.0,87.0,0.727,0.546,-4.572,0.0437,0.656,0.122,106.891,197333.0,0.69,C,0,0,0,0,1,0,0,0,0,0,1,0,0,0
77,7,24,7717211.0,31488.0,88.0,0.849,0.701,-4.407,0.06,0.407,0.112,98.005,261667.0,0.505,F#/Gb,0,0,0,0,0,0,0,0,0,0,0,1,0,1
78,1,83,7687058.0,2819593.0,83.0,0.824,0.588,-6.4,0.0924,0.692,0.149,98.027,209438.0,0.513,F#/Gb,0,0,0,0,0,0,0,0,0,2,0,0,0,0
79,7,34,7642130.0,2230022.0,87.0,0.662,0.413,-7.357,0.0299,0.213,0.134,93.005,161385.0,0.467,C,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80,6,21,7637626.0,56308172.0,87.0,0.578,0.449,-6.349,0.286,0.0618,0.119,136.006,192956.0,0.1,C#/Db,0,0,0,0,2,0,0,0,0,1,3,0,0,0
81,83,2,7516291.0,1042079.0,84.0,0.694,0.948,-5.307,0.0361,0.00936,0.139,115.044,58149.0,0.705,D,0,0,0,0,0,0,0,0,1,0,0,0,0,0
82,76,3,7465445.0,1250353.0,0.0,0.659,0.667,-4.668,0.0339,0.00173,0.1,115.982,258004.0,0.468,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,32,28,7452633.0,17719446.0,87.0,0.841,0.593,-7.846,0.0379,0.418,0.124,124.917,162803.0,0.808,C#/Db,0,0,0,0,0,1,0,0,0,0,1,0,0,0
84,11,55,7434252.0,207547.0,87.0,0.734,0.874,-3.158,0.0662,0.168,0.0489,122.953,166028.0,0.905,G#/Ab,0,1,1,0,0,1,0,0,0,3,0,0,0,0
85,42,20,7383369.0,207547.0,87.0,0.671,0.782,-4.593,0.0341,0.0142,0.333,123.989,178088.0,0.618,F#/Gb,0,1,1,0,0,1,0,0,0,3,0,0,0,0
86,78,8,7381585.0,18228.0,87.0,0.862,0.753,-5.356,0.0625,0.131,0.077,105.039,182857.0,0.827,F,0,0,0,0,0,0,0,0,0,3,0,0,0,0
87,89,1,7365053.0,203972.0,80.0,0.797,0.573,-7.85,0.319,0.159,0.144,124.995,206629.0,0.445,C,0,0,0,0,3,0,0,0,0,0,2,0,0,3
88,23,25,7353795.0,287361.0,84.0,0.45,0.329,-12.603,0.0441,0.818,0.135,71.884,183624.0,0.266,A,0,0,0,0,0,0,0,0,0,1,0,0,0,0
89,55,13,7336542.0,151486.0,87.0,0.818,0.673,-7.542,0.148,0.348,0.172,87.961,193636.0,0.695,E,0,0,0,0,0,0,0,0,0,0,0,1,0,1
90,1,40,7244853.0,67158068.0,86.0,0.737,0.802,-4.771,0.0878,0.468,0.0931,144.015,172325.0,0.682,C,0,0,0,0,0,0,0,0,0,3,0,0,0,0
91,6,84,7156162.0,33651775.0,87.0,0.695,0.762,-3.497,0.0395,0.192,0.0863,120.042,215280.0,0.553,C,0,0,0,0,0,0,0,0,0,0,3,0,0,0
92,94,1,7084292.0,1329531.0,78.0,0.819,0.835,-4.899,0.102,0.398,0.252,144.955,144264.0,0.703,G#/Ab,0,0,0,0,1,0,0,0,0,0,0,0,0,0
93,75,10,7064003.0,6341942.0,86.0,0.908,0.813,-2.749,0.0777,0.305,0.278,97.018,200785.0,0.924,F,0,0,0,0,0,0,0,1,0,1,1,1,0,1
94,96,4,6984262.0,1250353.0,2.0,0.915,0.72,-3.126,0.0459,0.025,0.0942,126.986,131067.0,0.631,G#/Ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,97,3,6858466.0,8640063.0,86.0,0.824,0.764,-4.175,0.0854,0.0888,0.117,107.998,172627.0,0.881,F,0,0,0,0,0,0,0,0,0,2,0,0,0,0
96,60,8,6853994.0,1521837.0,85.0,0.39,0.83,-5.201,0.0563,0.0021,0.156,90.021,168030.0,0.191,B,0,0,0,1,0,0,0,0,1,3,1,0,0,0
97,99,2,6825463.0,1427540.0,79.0,0.871,0.519,-6.549,0.258,0.313,0.0869,140.013,251733.0,0.532,D,0,0,0,0,1,0,0,0,0,0,0,0,0,0
98,22,83,6813800.0,8384096.0,83.0,0.459,0.575,-4.858,0.0573,0.604,0.0885,111.881,215107.0,0.183,D#/Eb,0,0,0,0,0,0,0,0,0,2,0,0,0,0
99,52,19,6799831.0,27142474.0,89.0,0.702,0.825,-3.787,0.0601,0.00883,0.0674,102.977,203064.0,0.915,F#/Gb,0,0,0,0,0,0,0,0,0,3,0,0,0,0
100,85,5,6711375.0,3363988.0,86.0,0.386,0.426,-6.642,0.0363,0.807,0.14,180.104,203385.0,0.261,D#/Eb,0,0,0,1,0,0,0,0,1,3,0,0,0,0
101,103,5,6709106.0,16074.0,85.0,0.769,0.812,-2.088,0.0825,0.281,0.0781,180.003,280274.0,0.926,C#/Db,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,88,83,6699895.0,35285425.0,86.0,0.776,0.78,-4.374,0.128,0.0622,0.081,124.949,204347.0,0.666,A#/Bb,0,0,0,0,0,0,0,0,0,1,0,0,2,0
103,2,48,6697067.0,411579.0,82.0,0.799,0.66,-6.153,0.079,0.256,0.111,140.04,195429.0,0.471,C#/Db,0,0,0,0,0,0,0,0,0,0,2,0,0,1
104,45,19,6660319.0,32574754.0,83.0,0.523,0.606,-4.754,0.0301,0.512,0.106,145.837,217867.0,0.065,C#/Db,0,0,0,0,0,0,0,0,0,3,0,0,0,0
105,3,83,6653690.0,742692.0,72.0,0.769,0.719,-5.472,0.0474,0.0143,0.359,121.955,176867.0,0.863,G#/Ab,0,0,0,0,0,1,0,0,0,0,3,0,0,1
106,59,11,6635076.0,8758283.0,86.0,0.786,0.899,-0.515,0.127,0.192,0.299,90.025,216510.0,0.813,A#/Bb,0,0,0,0,0,0,0,1,0,1,0,1,0,1
107,109,3,6614072.0,10356559.0,86.0,0.93,0.837,-4.632,0.187,0.256,0.239,111.898,158532.0,0.821,G,0,0,0,0,0,0,0,1,0,4,1,1,0,1
108,110,1,6584896.0,56699.0,86.0,0.57,0.455,-5.748,0.0996,0.441,0.0654,167.933,151429.0,0.399,C#/Db,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,46,83,6569547.0,47014200.0,86.0,0.351,0.296,-10.109,0.0333,0.934,0.095,115.284,200186.0,0.12,E,0,0,0,1,0,0,0,0,0,1,0,0,0,0
110,24,83,6546948.0,1250353.0,82.0,0.76,0.479,-5.574,0.0466,0.556,0.0703,89.911,158040.0,0.913,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,113,3,6539852.0,73211.0,86.0,0.663,0.434,-11.177,0.0648,0.828,0.249,109.075,171743.0,0.225,G#/Ab,0,0,0,0,0,0,0,0,1,1,0,0,0,0
112,9,29,6502302.0,8640063.0,86.0,0.749,0.463,-8.433,0.0842,0.21,0.338,90.035,226987.0,0.189,B,0,0,0,0,0,0,0,0,0,2,0,0,0,0
113,80,8,6488622.0,21942793.0,85.0,0.733,0.96,-3.597,0.0295,0.0514,0.287,124.01,189672.0,0.811,G,0,1,1,0,0,3,0,0,0,2,0,0,0,0
114,116,3,6469500.0,5420471.0,85.0,0.526,0.731,-4.662,0.0887,0.18,0.0891,86.959,193221.0,0.476,B,0,0,0,0,0,0,0,0,2,1,0,0,0,0
115,80,80,6452492.0,83293380.0,85.0,0.825,0.652,-3.183,0.0802,0.581,0.0931,95.977,233713.0,0.931,C#/Db,0,0,0,0,0,0,0,0,0,2,0,0,0,0
116,9,83,6317487.0,33879560.0,82.0,0.759,0.54,-6.039,0.0287,0.037,0.0945,116.947,190960.0,0.75,A,0,0,0,0,0,0,0,0,0,5,0,0,0,0
117,5,21,6300416.0,1250353.0,0.0,0.658,0.634,-5.797,0.0413,0.0106,0.132,139.98,170813.0,0.29,C#/Db,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,99,83,6278765.0,83293380.0,86.0,0.599,0.448,-6.312,0.0232,0.163,0.106,95.05,263400.0,0.168,G#/Ab,0,0,0,0,0,0,0,0,0,2,0,0,0,0
119,80,5,6244011.0,282045.0,85.0,0.818,0.812,-4.425,0.0475,0.112,0.234,139.966,231708.0,0.844,A,0,0,0,0,0,0,0,0,0,1,0,0,0,0
120,2,35,6242863.0,36142273.0,86.0,0.856,0.618,-4.892,0.286,0.0303,0.0866,81.993,203201.0,0.391,G,0,0,0,0,0,0,0,1,0,0,0,1,0,1
121,1,67,6180056.0,7593046.0,86.0,0.746,0.69,-7.956,0.164,0.247,0.101,89.977,181733.0,0.497,B,0,0,0,0,1,0,0,0,0,0,1,0,0,0
122,12,53,6164795.0,3794081.0,86.0,0.357,0.425,-7.301,0.0333,0.584,0.322,102.078,198040.0,0.27,F,0,0,0,1,0,0,0,0,1,4,0,0,0,0
123,13,55,6152121.0,1647262.0,86.0,0.667,0.373,-9.389,0.05,0.785,0.0906,124.148,169266.0,0.0823,E,0,0,0,0,0,0,0,0,1,3,0,0,0,0
124,126,18,6136340.0,20270895.0,85.0,0.527,0.835,-5.298,0.0433,0.0166,0.249,125.983,176658.0,0.654,F#/Gb,0,0,1,0,0,0,0,0,0,3,0,0,0,0
125,122,37,6089242.0,2421254.0,78.0,0.484,0.731,-6.694,0.0379,0.431,0.151,101.654,204280.0,0.51,C#/Db,0,0,0,0,0,0,0,0,0,3,0,0,1,0
126,128,30,6065267.0,13261089.0,77.0,0.502,0.912,-4.556,0.0564,2.55e-05,0.106,116.761,301920.0,0.72,C#/Db,0,0,0,0,0,0,0,0,2,0,0,0,1,0
127,11,10,6040918.0,6266514.0,86.0,0.638,0.259,-10.706,0.0898,0.753,0.219,88.485,202827.0,0.269,G,0,0,0,0,0,0,0,0,0,1,0,0,0,0
128,99,42,6014443.0,6662605.0,85.0,0.588,0.521,-9.461,0.0329,0.0678,0.123,85.012,260173.0,0.337,A#/Bb,0,0,0,0,0,0,0,0,0,1,0,0,2,0
129,131,3,6012839.0,409173.0,84.0,0.682,0.873,-4.163,0.0449,0.402,0.0946,150.006,147072.0,0.964,F#/Gb,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,19,12,5952490.0,6430522.0,85.0,0.584,0.859,-5.616,0.121,0.0144,0.847,77.005,236883.0,0.369,G#/Ab,0,0,0,0,0,0,0,0,0,0,2,0,0,1
131,4,83,5928329.0,32262679.0,85.0,0.775,0.327,-7.241,0.0557,0.841,0.0821,91.05,189486.0,0.595,B,0,0,0,0,0,0,0,0,0,2,0,0,0,0
132,76,16,5914661.0,1838616.0,67.0,0.445,0.537,-8.532,0.04,0.695,0.0941,122.764,244360.0,0.131,E,0,0,0,0,0,0,0,0,0,1,0,0,0,0
133,135,4,5912784.0,64288.0,85.0,0.558,0.454,-5.335,0.0551,0.499,0.146,113.12,158594.0,0.424,F#/Gb,0,0,0,0,0,0,0,0,0,1,0,0,0,0
134,108,37,5907750.0,4781906.0,74.0,0.566,0.664,-5.303,0.0464,0.634,0.116,128.945,241693.0,0.437,E,0,0,0,0,0,0,0,0,1,1,0,0,1,0
135,110,13,5848466.0,261225.0,80.0,0.689,0.706,-4.48,0.0312,0.0833,0.105,106.52,226268.0,0.623,C#/Db,0,0,0,0,0,0,0,0,0,1,0,0,1,0
136,138,4,5847975.0,12969190.0,85.0,0.774,0.732,-4.227,0.0308,0.108,0.243,135.005,192725.0,0.734,A,0,0,0,0,0,0,0,0,2,0,0,0,0,0
137,14,25,5845156.0,17353707.0,83.0,0.868,0.795,-6.044,0.269,0.0012,0.0461,166.0,156945.0,0.819,B,0,0,0,0,0,0,0,0,0,2,2,0,0,0
138,2,52,5769714.0,26769304.0,77.0,0.766,0.788,-3.128,0.312,0.105,0.142,179.984,200482.0,0.609,F#/Gb,0,0,0,0,0,0,0,1,0,0,0,2,0,0
139,141,1,5768653.0,14187747.0,79.0,0.39,0.534,-9.575,0.0709,0.0807,0.184,92.047,198765.0,0.244,C,0,0,0,0,0,0,0,0,0,1,0,0,0,0
140,81,81,5756583.0,35888760.0,74.0,0.392,0.402,-9.961,0.0536,0.288,0.243,143.883,354320.0,0.228,C,0,0,0,0,0,0,0,0,0,0,0,0,3,0
141,5,32,5734402.0,6150675.0,85.0,0.713,0.617,-4.637,0.0887,0.122,0.0962,168.021,232853.0,0.682,G#/Ab,0,0,0,0,0,0,0,0,0,0,0,0,0,1
142,25,39,5693848.0,441674.0,85.0,0.632,0.595,-7.644,0.0401,0.0689,0.209,124.114,167903.0,0.435,G#/Ab,0,0,1,0,0,1,0,0,0,3,0,0,0,0
143,13,83,5691540.0,17719446.0,87.0,0.841,0.593,-7.846,0.0379,0.418,0.124,124.917,162803.0,0.808,C#/Db,0,0,0,0,0,1,0,0,0,0,1,0,0,0
144,90,18,5690260.0,432581.0,85.0,0.734,0.855,-4.578,0.135,0.0821,0.0901,121.955,139563.0,0.54,F#/Gb,0,0,1,0,0,1,0,0,1,1,0,0,0,0
145,100,2,5682062.0,10561047.0,83.0,0.871,0.815,-4.439,0.0477,0.127,0.094,122.959,176575.0,0.823,E,0,0,0,0,0,0,0,0,0,1,0,1,0,0
146,59,83,5672480.0,18572085.0,83.0,0.572,0.385,-6.362,0.0308,0.371,0.231,95.799,215733.0,0.323,G,0,0,0,0,0,0,0,0,0,3,0,0,0,0
147,110,9,5668576.0,159647.0,85.0,0.672,0.717,-7.476,0.226,0.103,0.398,157.905,180380.0,0.473,F,0,0,0,0,0,0,0,0,1,0,1,0,0,1
